senti_score,,,
Sentiment(polarity=0.2, subjectivity=0.2),0.2,0.9
Sentiment(polarity=0.11249999999999999, subjectivity=0.5333333333333333),0.083333333,0.933333333
Sentiment(polarity=0.0, subjectivity=0.0),0,0
Sentiment(polarity=0.2572727272727272, subjectivity=0.62),0.10625,0.36875
Sentiment(polarity=-0.07166666666666666, subjectivity=0.30166666666666664),0.3125,0.6875
Sentiment(polarity=0.16904761904761906, subjectivity=0.4857142857142857),0,0
Sentiment(polarity=0.35, subjectivity=0.95),0,0
Sentiment(polarity=0.08125, subjectivity=0.43125),0,0
Sentiment(polarity=-0.4, subjectivity=0.8),0.033333333,0.525
Sentiment(polarity=0.0, subjectivity=0.0),0,0
Sentiment(polarity=0.25, subjectivity=0.75),0.05,0.4
Sentiment(polarity=-0.04642857142857144, subjectivity=0.5928571428571429),0.6,0.7
Sentiment(polarity=0.0, subjectivity=0.0),0,0
Sentiment(polarity=-0.2, subjectivity=0.8),0,0
Sentiment(polarity=0.35, subjectivity=0.55),0.05,0.4
Sentiment(polarity=-0.05, subjectivity=0.4),0,0
Sentiment(polarity=0.0, subjectivity=1.0),0.032366071,0.369866071
Sentiment(polarity=0.4, subjectivity=0.5),0.4,0.9
Sentiment(polarity=0.095, subjectivity=0.86),0,0
Sentiment(polarity=-0.2, subjectivity=0.9),0.267857143,0.559821429
Sentiment(polarity=0.08333333333333333, subjectivity=0.9333333333333332),0.3,0.475
Sentiment(polarity=0.0, subjectivity=0.0),0.005714286,0.322857143
Sentiment(polarity=0.10625000000000001, subjectivity=0.36875),0,0
Sentiment(polarity=-0.3125, subjectivity=0.6875),0.066666667,0.446666667
Sentiment(polarity=0.0, subjectivity=0.0),0,0
Sentiment(polarity=0.0, subjectivity=0.0),0.071849624,0.438451128
Sentiment(polarity=0.0, subjectivity=0.0),0.05,0.55
Sentiment(polarity=-0.03333333333333335, subjectivity=0.525),0,0
Sentiment(polarity=0.0, subjectivity=0.0),0,0
Sentiment(polarity=-0.05, subjectivity=0.4),0,0
Sentiment(polarity=-0.6, subjectivity=0.7),0,1
Sentiment(polarity=0.0, subjectivity=0.0),0,0.15
Sentiment(polarity=0.0, subjectivity=0.0),0,1
Sentiment(polarity=0.049999999999999996, subjectivity=0.39999999999999997),0.030952381,0.321507937
Sentiment(polarity=0.0, subjectivity=0.0),0.544444444,0.522222222
Sentiment(polarity=0.032366071428571425, subjectivity=0.3698660714285714),0.229743867,0.403373016
Sentiment(polarity=0.4, subjectivity=0.9),0.25,0.2
Sentiment(polarity=0.0, subjectivity=0.0),0.1,0.525
Sentiment(polarity=-0.26785714285714285, subjectivity=0.5598214285714286),0.133333333,0.294444444
Sentiment(polarity=0.3, subjectivity=0.475),0.4,0.3
Sentiment(polarity=0.005714285714285711, subjectivity=0.32285714285714284),0,0
Sentiment(polarity=0.0, subjectivity=0.0),0,0
Sentiment(polarity=0.06666666666666668, subjectivity=0.44666666666666666),0.048974116,0.509393038
Sentiment(polarity=0.0, subjectivity=0.0),0.1,1
Sentiment(polarity=0.07184962406015037, subjectivity=0.43845112781954887),0,0
Sentiment(polarity=0.04999999999999999, subjectivity=0.55),0.140692641,0.595238095
Sentiment(polarity=0.0, subjectivity=0.0),0,0
Sentiment(polarity=0.0, subjectivity=0.0),0.025573549,0.356309042
Sentiment(polarity=0.0, subjectivity=0.0),0.116666667,0.341666667
Sentiment(polarity=0.0, subjectivity=1.0),0.075,0.2625
Sentiment(polarity=0.0, subjectivity=0.15),0,0
Sentiment(polarity=0.0, subjectivity=1.0),0.1,0.722222222
Sentiment(polarity=0.030952380952380953, subjectivity=0.32150793650793646),0.125,0.375
Sentiment(polarity=0.5444444444444444, subjectivity=0.5222222222222223),0.08125,0.514583333
Sentiment(polarity=0.22974386724386725, subjectivity=0.4033730158730159),0,0
Sentiment(polarity=0.25, subjectivity=0.2),0.6,0.7
Sentiment(polarity=-0.09999999999999998, subjectivity=0.525),0,0
Sentiment(polarity=-0.13333333333333333, subjectivity=0.29444444444444445),0.068181818,0.227272727
Sentiment(polarity=0.39999999999999997, subjectivity=0.30000000000000004),0,0
Sentiment(polarity=0.0, subjectivity=0.0),0,0
Sentiment(polarity=0.0, subjectivity=0.0),0.5,0.5
Sentiment(polarity=0.04897411616161618, subjectivity=0.5093930375180376),0.285714286,0.535714286
Sentiment(polarity=0.1, subjectivity=1.0),0.107142857,0.525
Sentiment(polarity=0.0, subjectivity=0.0),0.7,0.6
Sentiment(polarity=0.14069264069264067, subjectivity=0.5952380952380952),0,0
Sentiment(polarity=0.0, subjectivity=0.0),0.125,0.75
Sentiment(polarity=-0.02557354925775977, subjectivity=0.35630904183535766),0.05,0.65
Sentiment(polarity=-0.11666666666666667, subjectivity=0.3416666666666667),0.004752226,0.407917151
Sentiment(polarity=-0.07500000000000001, subjectivity=0.2625),0.2,0.3
Sentiment(polarity=0.0, subjectivity=0.0),0.175,0.472222222
Sentiment(polarity=-0.1, subjectivity=0.7222222222222222),0.025,0.1
Sentiment(polarity=-0.125, subjectivity=0.375),0.111538462,0.442948718
Sentiment(polarity=0.08125000000000002, subjectivity=0.5145833333333334),0.25,0.25
Sentiment(polarity=0.0, subjectivity=0.0),0.9,0.95
Sentiment(polarity=0.6, subjectivity=0.7),0.2,0.8
Sentiment(polarity=0.0, subjectivity=0.0),0.25,0.5
Sentiment(polarity=0.06818181818181818, subjectivity=0.22727272727272727),0.017857143,0.392857143
Sentiment(polarity=0.0, subjectivity=0.0),0,0.066666667
Sentiment(polarity=0.0, subjectivity=0.0),0.4,0.35
Sentiment(polarity=0.5, subjectivity=0.5),0,0.325
Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857),0,0
Sentiment(polarity=0.10714285714285714, subjectivity=0.525),0,0.1
Sentiment(polarity=0.7, subjectivity=0.6000000000000001),0.35,0.55
Sentiment(polarity=0.0, subjectivity=0.0),0.5,0.5
Sentiment(polarity=0.125, subjectivity=0.75),0,0
Sentiment(polarity=-0.04999999999999999, subjectivity=0.65),0.1,0.45
Sentiment(polarity=-0.00475222609368951, subjectivity=0.4079171506000775),0,0
Sentiment(polarity=-0.2, subjectivity=0.3),0,1
Sentiment(polarity=-0.17500000000000002, subjectivity=0.47222222222222215),0,0
Sentiment(polarity=-0.025, subjectivity=0.1),0,0
Sentiment(polarity=0.11153846153846152, subjectivity=0.44294871794871793),1,1
Sentiment(polarity=0.25, subjectivity=0.25),0,0
Sentiment(polarity=0.9, subjectivity=0.95),0.050925926,0.437962963
Sentiment(polarity=-0.2, subjectivity=0.8),0,0
Sentiment(polarity=0.25, subjectivity=0.5),0.016666667,0.466666667
Sentiment(polarity=0.01785714285714285, subjectivity=0.39285714285714285),0.107407407,0.221296296
Sentiment(polarity=0.0, subjectivity=0.06666666666666667),0.002199074,0.458217593
Sentiment(polarity=0.4, subjectivity=0.35),0.185,0.39
Sentiment(polarity=0.0, subjectivity=0.325),0.1,0
Sentiment(polarity=0.0, subjectivity=0.0),0.5,0.5
Sentiment(polarity=0.0, subjectivity=0.1),0.05,0.85
Sentiment(polarity=0.35, subjectivity=0.55),0.036363636,0.65530303
Sentiment(polarity=-0.5, subjectivity=0.5),0,0
Sentiment(polarity=0.0, subjectivity=0.0),0.6,0.8
Sentiment(polarity=0.1, subjectivity=0.45),0,0
Sentiment(polarity=0.0, subjectivity=0.0),0.325,0.675
Sentiment(polarity=0.0, subjectivity=1.0),0.183333333,0.35
Sentiment(polarity=0.0, subjectivity=0.0),0.06043956,0.454029304
Sentiment(polarity=0.0, subjectivity=0.0),0,0
Sentiment(polarity=-1.0, subjectivity=1.0),0,0
Sentiment(polarity=0.0, subjectivity=0.0),0,0.125
Sentiment(polarity=0.050925925925925916, subjectivity=0.437962962962963),0.2,0.233333333
Sentiment(polarity=0.0, subjectivity=0.0),0,0
Sentiment(polarity=0.016666666666666646, subjectivity=0.4666666666666666),0.105555556,0.443055556
